X,Função W(x)
380.5,4.448842277362211
381.0,4.449914493971112
381.5,4.450985351707729
382.0,4.452054854053265
382.5,4.453123004475496
383.0,4.45418980642884
383.5,4.455255263354427
384.0,4.456319378680167
384.5,4.457382155820816
385.0,4.458443598178045
385.5,4.459503709140507
386.0,4.460562492083905
386.5,4.461619950371053
387.0,4.462676087351947
387.5,4.46373090636383
388.0,4.464784410731251
388.5,4.465836603766136
389.0,4.46688748876785
389.5,4.46793706902326
390.0,4.468985347806798
390.5,4.470032328380523
391.0,4.4710780139941875
391.5,4.472122407885294
392.0,4.473165513279162
392.5,4.474207333388985
393.0,4.475247871415892
393.5,4.476287130549011
394.0,4.4773251139655255
394.5,4.478361824830737
395.0,4.479397266298121
395.5,4.480431441509392
396.0,4.481464353594554
396.5,4.482496005671965
397.0,4.483526400848394
397.5,4.484555542219074
398.0,4.485583432867766
398.5,4.4866100758668095
399.0,4.487635474277184
399.5,4.488659631148562
400.0,4.489682549519365
400.5,4.490704232416822
401.0,4.4917246828570185
401.5,4.492743903844959
402.0,4.493761898374614
402.5,4.494778669428979
403.0,4.495794219980126
403.5,4.496808552989259
404.0,4.497821671406764
404.5,4.498833578172264
405.0,4.49984427621467
405.5,4.500853768452237
406.0,4.501862057792608
406.5,4.502869147132875
407.0,4.503875039359621
407.5,4.50487973734898
408.0,4.505883243966678
408.5,4.506885562068091
409.0,4.507886694498293
409.5,4.508886644092102
410.0,4.509885413674132
410.5,4.510883006058846
411.0,4.511879424050595
411.5,4.5128746704436775
412.0,4.51386874802238
412.5,4.514861659561026
413.0,4.515853407824029
413.5,4.516843995565932
414.0,4.517833425531459
414.5,4.518821700455563
415.0,4.519808823063468
415.5,4.520794796070721
416.0,4.521779622183229
416.5,4.522763304097316
417.0,4.523745844499759
417.5,4.5247272460678385
418.0,4.525707511469381
418.5,4.5266866433628055
419.0,4.527664644397164
419.5,4.528641517212188
420.0,4.529617264438335
420.5,4.530591888696828
421.0,4.5315653925997
421.5,4.532537778749836
422.0,4.533509049741019
422.5,4.534479208157968
423.0,4.5354482565763865
423.5,4.536416197562997
424.0,4.537383033675589
424.5,4.538348767463056
425.0,4.5393134014654395
425.5,4.540276938213971
426.0,4.54123938023111
426.5,4.5422007300305856
427.0,4.543160990117437
427.5,4.544120162988055
428.0,4.54507825113022
428.5,4.54603525702314
429.0,4.546991183137497
429.5,4.547946031935477
430.0,4.548899805870815
430.5,4.549852507388833
431.0,4.550804138926477
431.5,4.551754702912357
432.0,4.5527042017667805
432.5,4.553652637901799
433.0,4.554600013721238
433.5,4.555546331620738
434.0,4.556491593987788
434.5,4.55743580320177
435.0,4.558378961633987
435.5,4.559321071647707
436.0,4.560262135598193
436.5,4.561202155832744
437.0,4.56214113469073
437.5,4.563079074503626
438.0,4.564015977595048
438.5,4.56495184628079
439.0,4.565886682868858
439.5,4.566820489659506
440.0,4.567753268945268
440.5,4.568685023010994
441.0,4.569615754133889
441.5,4.570545464583539
442.0,4.571474156621951
442.5,4.572401832503584
443.0,4.573328494475384
443.5,4.574254144776818
444.0,4.5751787856399035
444.5,4.5761024192892465
445.0,4.577025047942073
445.5,4.577946673808258
446.0,4.578867299090363
446.5,4.579786925983665
447.0,4.580705556676192
447.5,4.58162319334875
448.0,4.58253983817496
448.5,4.583455493321287
449.0,4.58437016094707
449.5,4.585283843204557
450.0,4.586196542238934
450.5,4.587108260188356
451.0,4.588018999183976
451.5,4.588928761349981
452.0,4.589837548803616
452.5,4.590745363655219
453.0,4.591652208008249
453.5,4.5925580839593145
454.0,4.593462993598207
454.5,4.594366939007929
455.0,4.595269922264722
455.5,4.596171945438098
456.0,4.597073010590864
456.5,4.59797311977916
457.0,4.598872275052479
457.5,4.599770478453699
458.0,4.600667732019113
458.5,4.601564037778456
459.0,4.602459397754931
459.5,4.60335381396524
460.0,4.604247288419613
460.5,4.6051398231218315
461.0,4.606031420069259
461.5,4.606922081252869
462.0,4.607811808657271
462.5,4.608700604260735
463.0,4.609588470035225
463.5,4.610475407946421
464.0,4.611361419953746
464.5,4.612246508010395
465.0,4.61313067406336
465.5,4.614013920053454
466.0,4.614896247915343
466.5,4.615777659577566
467.0,4.616658156962565
467.5,4.617537741986707
468.0,4.618416416560314
468.5,4.619294182587686
469.0,4.620171041967126
469.5,4.621046996590964
470.0,4.6219220483455885
470.5,4.6227961991114634
471.0,4.623669450763157
471.5,4.624541805169366
472.0,4.62541326419294
472.5,4.626283829690907
473.0,4.627153503514495
473.5,4.628022287509159
474.0,4.628890183514605
474.5,4.62975719336481
475.0,4.63062331888805
475.5,4.631488561906924
476.0,4.632352924238372
476.5,4.633216407693707
477.0,4.6340790140786305
477.5,4.634940745193259
478.0,4.6358016028321485
478.5,4.636661588784315
479.0,4.637520704833257
479.5,4.63837895275698
480.0,4.639236334328022
480.5,4.640092851313465
481.0,4.640948505474973
481.5,4.6418032985688
482.0,4.6426572323458215
482.5,4.6435103085515514
483.0,4.644362528926168
483.5,4.645213895204532
484.0,4.646064409116208
484.5,4.646914072385492
485.0,4.647762886731425
485.5,4.6486108538678215
486.0,4.649457975503283
486.5,4.650304253341227
487.0,4.651149689079904
487.5,4.651994284412416
488.0,4.652838041026744
488.5,4.653680960605762
489.0,4.654523044827263
489.5,4.6553642953639764
490.0,4.656204713883587
490.5,4.657044302048759
491.0,4.657883061517157
491.5,4.658720993941458
492.0,4.659558100969382
492.5,4.660394384243705
493.0,4.66122984540228
493.5,4.66206448607806
494.0,4.662898307899112
494.5,4.663731312488641
495.0,4.664563501465008
495.5,4.66539487644175
496.0,4.666225439027596
496.5,4.667055190826493
497.0,4.667884133437615
497.5,4.66871226845539
498.0,4.669539597469519
498.5,4.670366122064987
499.0,4.6711918438220925
499.5,4.672016764316454
500.0,4.67284088511904
500.5,4.67366420779618
501.0,4.674486733909584
501.5,4.6753084650163625
502.0,4.676129402669044
502.5,4.676949548415593
503.0,4.677768903799426
503.5,4.678587470359433
504.0,4.67940524962999
504.5,4.6802222431409835
505.0,4.681038452417822
505.5,4.681853878981458
506.0,4.6826685243484
506.5,4.683482390030736
507.0,4.684295477536148
507.5,4.685107788367927
508.0,4.685919324024993
508.5,4.68673008600191
509.0,4.687540075788907
509.5,4.688349294871888
510.0,4.689157744732455
510.5,4.6899654268479205
511.0,4.690772342691328
511.5,4.691578493731463
512.0,4.692383881432874
512.5,4.69318850725589
513.0,4.693992372656631
513.5,4.694795479087026
514.0,4.6955978279948365
514.5,4.696399420823661
515.0,4.697200259012958
515.5,4.698000343998061
516.0,4.698799677210193
516.5,4.699598260076483
517.0,4.700396094019982
517.5,4.701193180459676
518.0,4.701989520810506
518.5,4.70278511648338
519.0,4.703579968885189
519.5,4.704374079418823
520.0,4.705167449483184
520.5,4.705960080473207
521.0,4.706751973779867
521.5,4.7075431307901985
522.0,4.708333552887312
522.5,4.709123241450404
523.0,4.709912197854775
523.5,4.710700423471847
524.0,4.71148791966917
524.5,4.712274687810445
525.0,4.713060729255531
525.5,4.713846045360468
526.0,4.714630637477483
526.5,4.715414506955009
527.0,4.716197655137698
527.5,4.716980083366437
528.0,4.717761792978358
528.5,4.7185427853068544
529.0,4.719323061681598
529.5,4.720102623428546
530.0,4.720881471869961
530.5,4.721659608324423
531.0,4.72243703410684
531.5,4.723213750528467
532.0,4.7239897588969155
532.5,4.724765060516167
533.0,4.72553965668659
533.5,4.72631354870495
534.0,4.727086737864425
534.5,4.7278592254546155
535.0,4.7286310127615625
535.5,4.729402101067755
536.0,4.730172491652151
536.5,4.730942185790179
537.0,4.731711184753764
537.5,4.732479489811331
538.0,4.733247102227819
538.5,4.7340140232647
539.0,4.7347802541799835
539.5,4.7355457962282355
540.0,4.736310650660588
540.5,4.737074818724751
541.0,4.737838301665028
541.5,4.738601100722325
542.0,4.739363217134165
542.5,4.740124652134701
543.0,4.740885406954725
543.5,4.741645482821683
544.0,4.742404880959688
544.5,4.7431636025895285
545.0,4.743921648928684
545.5,4.744679021191334
546.0,4.745435720588373
546.5,4.746191748327419
547.0,4.746947105612831
547.5,4.747701793645712
548.0,4.748455813623929
548.5,4.749209166742121
549.0,4.749961854191709
549.5,4.750713877160913
550.0,4.751465236834757
550.5,4.752215934395084
551.0,4.7529659710205685
551.5,4.7537153478867245
552.0,4.754464066165919
552.5,4.755212127027385
553.0,4.755959531637227
553.5,4.756706281158439
554.0,4.7574523767509085
554.5,4.758197819571435
555.0,4.758942610773735
555.5,4.7596867515084575
556.0,4.76043024292319
556.5,4.761173086162475
557.0,4.761915282367815
557.5,4.762656832677688
558.0,4.763397738227557
558.5,4.764138000149877
559.0,4.764877619574112
559.5,4.765616597626741
560.0,4.766354935431268
560.5,4.767092634108238
561.0,4.76782969477524
561.5,4.768566118546923
562.0,4.769301906535005
562.5,4.77003705984828
563.0,4.770771579592634
563.5,4.77150546687105
564.0,4.772238722783621
564.5,4.772971348427561
565.0,4.773703344897211
565.5,4.774434713284053
566.0,4.775165454676717
566.5,4.775895570160995
567.0,4.776625060819847
567.5,4.777353927733412
