X,Log base 2
294.5,8.20212382383046
295.0,8.204571144249204
295.5,8.207014320177532
296.0,8.20945336562895
296.5,8.211888294546004
297.0,8.214319120800766
297.5,8.216745858195306
298.0,8.219168520462162
298.5,8.221587121264806
299.0,8.224001674198105
299.5,8.226412192788786
300.0,8.228818690495881
300.5,8.231221180711186
301.0,8.233619676759702
301.5,8.236014191900084
302.0,8.238404739325079
302.5,8.240791332161956
303.0,8.243173983472952
303.5,8.245552706255681
304.0,8.247927513443585
304.5,8.250298417906333
305.0,8.252665432450248
305.5,8.25502856981873
306.0,8.257387842692651
306.5,8.259743263690781
307.0,8.262094845370179
307.5,8.264442600226602
308.0,8.266786540694902
308.5,8.269126679149418
309.0,8.271463027904375
309.5,8.273795599214264
310.0,8.276124405274238
310.5,8.278449458220482
311.0,8.280770770130603
311.5,8.283088353024002
312.0,8.285402218862249
312.5,8.287712379549449
313.0,8.290018846932618
313.5,8.29232163280204
314.0,8.294620748891626
314.5,8.296916206879288
315.0,8.29920801838728
315.5,8.30149619498255
316.0,8.303780748177102
316.5,8.306061689428342
317.0,8.308339030139408
317.5,8.310612781659529
318.0,8.312882955284355
318.5,8.3151495622563
319.0,8.31741261376487
319.5,8.319672120946995
320.0,8.321928094887362
320.5,8.324180546618742
321.0,8.326429487122303
321.5,8.328674927327947
322.0,8.330916878114618
322.5,8.333155350310616
323.0,8.335390354693924
323.5,8.337621901992508
324.0,8.339850002884624
324.5,8.342074667999139
325.0,8.344295907915816
325.5,8.346513733165635
326.0,8.348728154231077
326.5,8.350939181546432
327.0,8.353146825498083
327.5,8.355351096424812
328.0,8.357552004618084
328.5,8.35974956032233
329.0,8.361943773735241
329.5,8.364134655008051
330.0,8.366322214245816
330.5,8.368506461507693
331.0,8.370687406807217
331.5,8.372865060112588
332.0,8.375039431346925
332.5,8.377210530388552
333.0,8.379378367071261
333.5,8.381542951184585
334.0,8.383704292474052
334.5,8.38586240064146
335.0,8.388017285345136
335.5,8.390168956200183
336.0,8.39231742277876
336.5,8.394462694610317
337.0,8.396604781181859
337.5,8.398743691938193
338.0,8.400879436282183
338.5,8.403012023574997
339.0,8.405141463136344
339.5,8.407267764244732
340.0,8.409390936137703
340.5,8.411510988012072
341.0,8.413627929024173
341.5,8.41574176829009
342.0,8.417852514885897
342.5,8.419960177847889
343.0,8.422064766172813
343.5,8.4241662888181
344.0,8.426264754702098
344.5,8.428360172704291
345.0,8.430452551665532
345.5,8.432541900388259
346.0,8.434628227636725
346.5,8.436711542137214
347.0,8.43879185257826
347.5,8.44086916761087
348.0,8.442943495848729
348.5,8.445014845868423
349.0,8.447083226209653
349.5,8.449148645375436
350.0,8.451211111832329
350.5,8.453270634010623
351.0,8.45532722030456
351.5,8.457380879072534
352.0,8.459431618637296
352.5,8.461479447286155
353.0,8.46352437327118
353.5,8.4655664048094
354.0,8.467605550082997
354.5,8.469641817239516
355.0,8.471675214392045
355.5,8.473705749619416
356.0,8.475733430966399
356.5,8.477758266443889
357.0,8.479780264029099
357.5,8.481799431665753
358.0,8.483815777264256
358.5,8.485829308701904
359.0,8.487840033823051
359.5,8.489847960439297
360.0,8.491853096329674
360.5,8.493855449240822
361.0,8.49585502688717
361.5,8.497851836951117
362.0,8.499845887083206
362.5,8.501837184902296
363.0,8.50382573799575
363.5,8.505811553919594
364.0,8.507794640198696
364.5,8.509775004326936
365.0,8.51175265376738
365.5,8.513727595952437
366.0,8.515699838284043
366.5,8.517669388133811
367.0,8.519636252843213
367.5,8.521600439723727
368.0,8.523561956057012
368.5,8.52552080909507
369.0,8.527477006060396
369.5,8.52943055414615
370.0,8.531381460516313
370.5,8.533329732305834
371.0,8.535275376620802
371.5,8.537218400538595
372.0,8.539158811108031
372.5,8.541096615349524
373.0,8.543031820255237
373.5,8.544964432789238
374.0,8.546894459887637
374.5,8.54882190845875
375.0,8.550746785383243
375.5,8.552669097514272
376.0,8.554588851677638
376.5,8.556506054671928
377.0,8.558420713268664
377.5,8.560332834212442
378.0,8.562242424221072
378.5,8.564149489985732
379.0,8.566054038171092
379.5,8.567956075415466
380.0,8.569855608330949
380.5,8.571752643503546
381.0,8.573647187493322
381.5,8.57553924683453
382.0,8.57742882803575
382.5,8.579315937580015
383.0,8.581200581924957
383.5,8.583082767502933
384.0,8.584962500721156
384.5,8.586839787961827
385.0,8.588714635582264
385.5,8.590587049915035
386.0,8.59245703726808
386.5,8.594324603924848
387.0,8.59618975614441
387.5,8.5980525001616
388.0,8.599912842187127
388.5,8.60177078840771
389.0,8.603626344986193
389.5,8.605479518061669
390.0,8.60733031374961
390.5,8.60917873814198
391.0,8.611024797307353
391.5,8.612868497291041
392.0,8.614709844115207
392.5,8.61654884377899
393.0,8.618385502258606
393.5,8.620219825507487
394.0,8.622051819456376
394.5,8.623881490013458
395.0,8.625708843064466
395.5,8.627533884472792
396.0,8.62935662007961
396.5,8.63117705570398
397.0,8.632995197142957
397.5,8.634811050171718
398.0,8.63662462054365
398.5,8.638435913990472
399.0,8.640244936222345
399.5,8.642051692927977
400.0,8.643856189774725
400.5,8.64565843240871
401.0,8.64745842645492
401.5,8.649256177517314
402.0,8.651051691178928
402.5,8.65284497300198
403.0,8.654636028527968
403.5,8.656424863277781
404.0,8.658211482751796
404.5,8.659995892429977
405.0,8.661778097771988
405.5,8.663558104217273
406.0,8.665335917185176
406.5,8.667111542075027
407.0,8.668884984266247
407.5,8.67065624911844
408.0,8.672425341971495
408.5,8.674192268145683
409.0,8.67595703294175
409.5,8.677719641641009
410.0,8.679480099505446
410.5,8.681238411777805
411.0,8.682994583681683
411.5,8.684748620421626
412.0,8.686500527183219
412.5,8.688250309133178
413.0,8.689997971419446
413.5,8.691743519171276
414.0,8.693486957499326
414.5,8.69522829149575
415.0,8.696967526234287
415.5,8.698704666770345
416.0,8.700439718141093
416.5,8.702172685365548
417.0,8.703903573444663
417.5,8.705632387361415
418.0,8.707359132080883
418.5,8.709083812550343
419.0,8.710806433699352
419.5,8.712527000439824
420.0,8.714245517666123
420.5,8.715961990255144
421.0,8.717676423066395
421.5,8.719388820942083
422.0,8.721099188707186
422.5,8.722807531169547
423.0,8.72451385311995
423.5,8.726218159332198
424.0,8.727920454563199
424.5,8.729620743553038
425.0,8.731319031025064
425.5,8.733015321685963
426.0,8.734709620225837
426.5,8.73640193131829
427.0,8.73809225962049
427.5,8.73978060977326
428.0,8.741466986401146
428.5,8.7431513941125
429.0,8.744833837499545
429.5,8.746514321138463
430.0,8.74819284958946
430.5,8.749869427396844
431.0,8.751544059089099
431.5,8.753216749178955
432.0,8.754887502163468
432.5,8.756556322524087
433.0,8.758223214726724
433.5,8.759888183221834
434.0,8.761551232444479
434.5,8.7632123668144
435.0,8.76487159073609
435.5,8.766528908598865
436.0,8.768184324776927
436.5,8.76983784362944
437.0,8.7714894695006
437.5,8.77313920671969
438.0,8.774787059601174
438.5,8.776433032444734
439.0,8.778077129535358
439.5,8.779719355143405
440.0,8.78135971352466
440.5,8.782998208920414
441.0,8.784634845557521
441.5,8.786269627648466
442.0,8.787902559391432
442.5,8.78953364497036
443.0,8.791162888555018
443.5,8.792790294301064
444.0,8.794415866350105
444.5,8.79603960882977
445.0,8.79766152585376
445.5,8.799281621521923
446.0,8.800899899920305
446.5,8.802516365121223
447.0,8.804131021183318
447.5,8.805743872151618
448.0,8.807354922057604
448.5,8.80896417491926
449.0,8.810571634741146
449.5,8.812177305514448
450.0,8.813781191217037
450.5,8.815383295813538
451.0,8.81698362325538
451.5,8.818582177480858
452.0,8.820178962415188
452.5,8.821773981970567
453.0,8.823367240046235
453.5,8.824958740528523
454.0,8.826548487290914
454.5,8.828136484194108
455.0,8.829722735086058
455.5,8.831307243802051
456.0,8.832890014164741
456.5,8.834471049984222
457.0,8.83605035505807
457.5,8.837627933171404
458.0,8.839203788096944
458.5,8.840777923595054
459.0,8.842350343413807
459.5,8.843921051289035
460.0,8.845490050944376
460.5,8.847057346091336
461.0,8.848622940429339
461.5,8.850186837645774
462.0,8.851749041416058
462.5,8.853309555403674
463.0,8.854868383260236
463.5,8.85642552862553
464.0,8.857980995127573
464.5,8.859534786382653
465.0,8.861086905995395
465.5,8.862637357558794
466.0,8.86418614465428
466.5,8.86573327085176
467.0,8.867278739709661
467.5,8.868822554774999
468.0,8.870364719583405
468.5,8.871905237659186
469.0,8.873444112515376
469.5,8.874981347653774
470.0,8.876516946565
470.5,8.878050912728536
471.0,8.879583249612784
471.5,8.881113960675096
472.0,8.88264304936184
472.5,8.884170519108435
473.0,8.885696373339394
473.5,8.887220615468385
474.0,8.888743248898258
474.5,8.89026427702111
475.0,8.89178370321831
475.5,8.893301530860564
476.0,8.894817763307943
476.5,8.896332403909941
477.0,8.897845456005511
477.5,8.899356922923111
478.0,8.900866807980748
478.5,8.902375114486025
479.0,8.90388184573618
479.5,8.905387005018131
480.0,8.906890595608518
480.5,8.90839262077375
481.0,8.909893083770042
481.5,8.911391987843459
482.0,8.912889336229961
482.5,8.914385132155443
483.0,8.915879378835774
483.5,8.917372079476841
484.0,8.918863237274595
484.5,8.92035285541508
485.0,8.92184093707449
485.5,8.923327485419192
486.0,8.92481250360578
486.5,8.926295994781112
487.0,8.927777962082342
487.5,8.929258408636972
488.0,8.930737337562887
488.5,8.932214751968385
489.0,8.933690654952233
489.5,8.935165049603695
490.0,8.936637939002571
490.5,8.938109326219239
491.0,8.939579214314692
491.5,8.94104760634058
492.0,8.94251450533924
492.5,8.943979914343739
493.0,8.945443836377912
493.5,8.946906274456397
494.0,8.948367231584678
494.5,8.94982671075911
495.0,8.951284714966972
495.5,8.952741247186488
496.0,8.954196310386875
496.5,8.955649907528374
497.0,8.957102041562287
497.5,8.958552715431011
498.0,8.960001932068081
498.5,8.961449694398196
499.0,8.96289600533726
499.5,8.964340867792417
500.0,8.965784284662087
500.5,8.967226258835993
501.0,8.968666793195208
501.5,8.970105890612182
502.0,8.971543553950772
502.5,8.972979786066292
503.0,8.974414589805527
503.5,8.975847968006784
504.0,8.977279923499916
504.5,8.978710459106358
505.0,8.980139577639157
505.5,8.981567281903015
506.0,8.98299357469431
506.5,8.984418458801137
507.0,8.985841937003341
507.5,8.987264012072538
508.0,8.988684686772165
508.5,8.9901039638575
509.0,8.991521846075695
509.5,8.992938336165814
510.0,8.994353436858859
510.5,8.995767150877802
511.0,8.997179480937621
511.5,8.99859042974533
512.0,9.0
512.5,9.001408194392809
513.0,9.002815015607053
513.5,9.004220466318195
514.0,9.005624549193879
514.5,9.007027266893969
515.0,9.00842862207058
515.5,9.00982861736811
516.0,9.011227255423254
516.5,9.01262453886506
517.0,9.014020470314934
517.5,9.015415052386688
518.0,9.016808287686555
518.5,9.018200178813226
519.0,9.019590728357882
519.5,9.020979938904212
520.0,9.022367813028454
520.5,9.023754353299417
521.0,9.025139562278508
521.5,9.026523442519766
522.0,9.027905996569885
522.5,9.029287226968245
523.0,9.030667136246942
523.5,9.032045726930809
524.0,9.03342300153745
524.5,9.034798962577268
525.0,9.036173612553485
525.5,9.037546953962178
526.0,9.038918989292302
526.5,9.040289721025717
527.0,9.041659151637214
527.5,9.043027283594547
528.0,9.044394119358454
528.5,9.045759661382682
529.0,9.047123912114026
529.5,9.048486873992337
530.0,9.049848549450562
530.5,9.051208940914766
531.0,9.052568050804153
531.5,9.053925881531105
532.0,9.055282435501189
532.5,9.056637715113201
533.0,9.057991722759176
533.5,9.059344460824425
534.0,9.060695931687555
534.5,9.06204613772049
535.0,9.06339508128851
535.5,9.064742764750257
536.0,9.066089190457772
536.5,9.067434360756522
537.0,9.068778277985412
537.5,9.070120944476823
538.0,9.071462362556623
538.5,9.072802534544207
539.0,9.074141462752506
539.5,9.075479149488016
540.0,9.076815597050832
540.5,9.07815080773465
541.0,9.079484783826816
541.5,9.080817527608327
542.0,9.08214904135387
542.5,9.083479327331842
543.0,9.084808387804362
543.5,9.086136225027309
544.0,9.087462841250339
544.5,9.088788238716907
545.0,9.090112419664289
545.5,9.091435386323607
546.0,9.092757140919852
546.5,9.094077685671905
547.0,9.095397022792557
547.5,9.096715154488535
548.0,9.098032082960527
548.5,9.099347810403193
549.0,9.100662339005199
549.5,9.101975670949232
550.0,9.103287808412022
550.5,9.10459875356437
551.0,9.105908508571158
551.5,9.107217075591382
552.0,9.108524456778168
552.5,9.109830654278793
553.0,9.111135670234708
553.5,9.112439506781552
554.0,9.113742166049189
554.5,9.11504365016171
555.0,9.116343961237469
555.5,9.117643101389092
556.0,9.118941072723507
556.5,9.12023787734196
557.0,9.121533517340032
557.5,9.122827994807666
558.0,9.124121311829187
558.5,9.125413470483315
559.0,9.12670447284319
559.5,9.127994320976393
560.0,9.129283016944967
560.5,9.130570562805426
561.0,9.131856960608793
561.5,9.133142212400601
562.0,9.134426320220927
562.5,9.1357092861044
563.0,9.13699111208023
563.5,9.138271800172221
564.0,9.139551352398794
564.5,9.140829770773001
565.0,9.14210705730255
565.5,9.14338321398982
566.0,9.144658242831882
566.5,9.145932145820515
567.0,9.147204924942228
567.5,9.148476582178278
568.0,9.149747119504681
568.5,9.151016538892248
569.0,9.152284842306582
569.5,9.153552031708111
570.0,9.154818109052105
570.5,9.156083076288681
571.0,9.157346935362844
571.5,9.158609688214478
572.0,9.159871336778389
572.5,9.161131882984307
573.0,9.162391328756906
573.5,9.163649676015824
574.0,9.164906926675688
574.5,9.166163082646113
575.0,9.167418145831737
575.5,9.16867211813223
576.0,9.169925001442312
576.5,9.171176797651771
577.0,9.172427508645482
577.5,9.17367713630342
578.0,9.174925682500678
578.5,9.17617314910749
579.0,9.177419537989236
579.5,9.178664851006472
580.0,9.179909090014934
580.5,9.181152256865566
581.0,9.18239435340453
581.5,9.183635381473218
582.0,9.184875342908283
