X,Logaritmo Natural
121.5,4.799914262780603
122.0,4.804021044733257
122.5,4.808111029984782
123.0,4.812184355372417
123.5,4.816241156068032
124.0,4.820281565605037
124.5,4.824305715904762
125.0,4.8283137373023015
125.5,4.832305758571839
126.0,4.836281906951478
126.5,4.840242308167575
127.0,4.844187086458591
127.5,4.848116364598481
128.0,4.852030263919617
128.5,4.855928904335275
129.0,4.859812404361672
129.5,4.863680881139593
130.0,4.867534450455582
130.5,4.871373226762748
131.0,4.875197323201151
131.5,4.879006851617819
132.0,4.882801922586371
132.5,4.886582645426277
133.0,4.890349128221754
133.5,4.894101477840304
134.0,4.897839799950911
134.5,4.901564199041894
135.0,4.90527477843843
135.5,4.908971640319756
136.0,4.912654885736052
136.5,4.916324614625014
137.0,4.919980925828125
137.5,4.923623917106626
138.0,4.927253685157205
138.5,4.930870325627393
139.0,4.9344739331306915
139.5,4.93806460126142
140.0,4.941642422609304
140.5,4.945207488773801
141.0,4.948759890378168
141.5,4.952299717083292
142.0,4.955827057601261
142.5,4.959341999708705
143.0,4.962844630259907
143.5,4.966335035199676
144.0,4.969813299576001
144.5,4.973279507552487
145.0,4.976733742420574
145.5,4.980176086611547
146.0,4.983606621708336
146.5,4.987025428457122
147.0,4.990432586778736
147.5,4.993828175779875
148.0,4.997212273764115
148.5,5.000584958242754
149.0,5.003946305945459
149.5,5.0072963928307415
150.0,5.0106352940962555
150.5,5.01396308418893
151.0,5.017279836814924
151.5,5.020585624949423
152.0,5.0238805208462765
152.5,5.0271645960474665
153.0,5.030437921392435
153.5,5.033700567027251
154.0,5.0369526024136295
154.5,5.0401940963378005
155.0,5.043425116919247
155.5,5.0466457316192885
156.0,5.049856007249537
156.5,5.0530560099802075
157.0,5.056245805348308
157.5,5.059425458265688
158.0,5.062595033026967
158.5,5.065754593317335
159.0,5.0689042022202315
159.5,5.072043922224899
160.0,5.075173815233827
160.5,5.07829394257007
161.0,5.081404364984463
161.5,5.084505142662711
162.0,5.087596335232384
162.5,5.090678001769792
163.0,5.093750200806762
163.5,5.096812990337308
164.0,5.099866427824199
164.5,5.1029105702054265
165.0,5.10594547390058
165.5,5.1089711948171175
166.0,5.111987788356544
166.5,5.1149953094204985
167.0,5.117993812416755
167.5,5.120983351265121
168.0,5.123963979403259
168.5,5.126935749792416
169.0,5.1298987149230735
169.5,5.1328529268205045
170.0,5.135798437050262
170.5,5.1387352967235715
171.0,5.14166355650266
171.5,5.144583266605995
172.0,5.147494476813453
172.5,5.150397236471415
173.0,5.153291594497779
173.5,5.156177599386914
174.0,5.159055299214529
174.5,5.161924741642482
175.0,5.1647859739235145
175.5,5.167639042905921
176.0,5.170483995038151
176.5,5.173320876373351
177.0,5.176149732573829
177.5,5.178970608915471
178.0,5.181783550292085
178.5,5.184588601219693
179.0,5.187385805840755
179.5,5.190175207928333
180.0,5.19295685089021
180.5,5.195730777772936
181.0,5.198497031265826
181.5,5.201255653704905
182.0,5.204006687076795
182.5,5.206750173022546
183.0,5.209486152841421
183.5,5.212214667494625
184.0,5.214935757608986
184.5,5.217649463480582
185.0,5.220355825078324
185.5,5.22305488204749
186.0,5.225746673713202
186.5,5.2284312390838705
187.0,5.231108616854587
187.5,5.233778845410465
188.0,5.236441962829949
188.5,5.2390980068880655
189.0,5.241747015059643
189.5,5.244389024522481
190.0,5.247024072160486
190.5,5.249652194566756
191.0,5.25227342804663
191.5,5.2548878086207
192.0,5.2574953720277815
192.5,5.260096153727839
193.0,5.262690188904886
193.5,5.2652775124698366
194.0,5.267858159063328
194.5,5.270432163058501
195.0,5.272999558563747
195.5,5.27556037942542
196.0,5.278114659230517
196.5,5.280662431309316
197.0,5.2832037287379885
197.5,5.285738584341177
198.0,5.288267030694535
198.5,5.290789100127245
199.0,5.293304824724492
199.5,5.295814236329918
200.0,5.298317366548036
200.5,5.300814246746624
201.0,5.303304908059076
201.5,5.305789381386738
202.0,5.308267697401205
202.5,5.310739886546594
203.0,5.313205979041787
203.5,5.31566600488265
204.0,5.318119993844216
204.5,5.320567975482857
205.0,5.3230099791384085
205.5,5.32544603393629
206.0,5.327876168789581
206.5,5.330300412401088
207.0,5.332718793265369
207.5,5.335131339670753
208.0,5.337538079701318
208.5,5.339939041238856
209.0,5.342334251964811
209.5,5.344723739362192
210.0,5.3471075307174685
210.5,5.349485653122436
211.0,5.351858133476067
211.5,5.354224998486333
212.0,5.356586274672012
212.5,5.358941988364472
213.0,5.3612921657094255
213.5,5.363636832668679
214.0,5.365976015021851
214.5,5.368309738368072
215.0,5.3706380281276624
215.5,5.372960909543803
216.0,5.375278407684165
216.5,5.377590547442544
217.0,5.37989735354046
217.5,5.382198850528739
218.0,5.384495062789089
218.5,5.3867860145356445
219.0,5.389071729816501
219.5,5.391352232515226
220.0,5.393627546352362
220.5,5.395897694886901
221.0,5.3981627015177525
221.5,5.40042258948519
222.0,5.402677381872279
222.5,5.404927101606295
223.0,5.407171771460119
223.5,5.409411414053624
224.0,5.4116460518550396
224.5,5.413875707182309
225.0,5.41610040220442
225.5,5.418320158942733
226.0,5.420534999272286
226.5,5.422744944923089
227.0,5.424950017481403
227.5,5.427150238391005
228.0,5.429345628954441
228.5,5.43153621033426
229.0,5.43372200355424
229.5,5.4359030295006
230.0,5.438079308923196
230.5,5.440250862436703
231.0,5.442417710521793
231.5,5.444579873526289
232.0,5.44673737166631
232.5,5.448890225027411
233.0,5.4510384535657
233.5,5.453182077108952
234.0,5.455321115357702
234.5,5.457455587886334
235.0,5.459585514144159
235.5,5.461710913456472
236.0,5.4638318050256105
236.5,5.465948207931988
237.0,5.4680601411351315
237.5,5.470167623474696
238.0,5.472270673671475
238.5,5.474369310328396
239.0,5.476463551931511
239.5,5.4785534168509695
240.0,5.480638923341991
240.5,5.482720089545816
241.0,5.484796933490655
241.5,5.486869473092628
242.0,5.488937726156687
242.5,5.491001710377538
243.0,5.493061443340548
243.5,5.495116942522644
244.0,5.497168225293202
244.5,5.499215308914927
245.0,5.501258210544727
245.5,5.503296947234575
246.0,5.5053315359323625
246.5,5.5073619934827445
247.0,5.5093883366279774
247.5,5.511410582008745
248.0,5.5134287461649825
248.5,5.5154428455366835
249.0,5.517452896464707
249.5,5.519458915191573
250.0,5.521460917862246
250.5,5.523458920524919
251.0,5.5254529391317835
251.5,5.527442989539794
252.0,5.529429087511423
252.5,5.531411248715415
253.0,5.53338948872752
253.5,5.535363823031238
254.0,5.537334267018537
254.5,5.539300835990577
255.0,5.541263545158426
255.5,5.543222409643759
256.0,5.545177444479562
256.5,5.547128664610824
257.0,5.54907608489522
257.5,5.551019720103791
258.0,5.552959584921617
258.5,5.554895693948484
259.0,5.556828061699537
259.5,5.558756702605943
260.0,5.560681631015528
260.5,5.5626028611934215
261.0,5.564520407322694
261.5,5.566434283504978
262.0,5.568344503761097
262.5,5.570251082031678
263.0,5.572154032177765
263.5,5.574053367981417
264.0,5.575949103146316
264.5,5.577841251298354
265.0,5.579729825986222
265.5,5.581614840681993
266.0,5.583496308781699
266.5,5.585374243605899
267.0,5.58724865840025
267.5,5.589119566336061
268.0,5.5909869805108565
268.5,5.5928509139489195
269.0,5.594711379601839
269.5,5.596568390349052
270.0,5.598421958998375
270.5,5.600272098286537
271.0,5.602118820879701
271.5,5.60396213937399
272.0,5.605802066295998
272.5,5.607638614103299
273.0,5.60947179518496
273.5,5.611301621862036
274.0,5.6131281063880705
274.5,5.614951260949585
275.0,5.616771097666572
275.5,5.6185876285929695
276.0,5.62040086571715
276.5,5.6222108209623896
277.0,5.6240175061873385
277.5,5.625820933186489
278.0,5.627621113690637
278.5,5.629418059367339
279.0,5.631211781821365
279.5,5.633002292595154
280.0,5.634789603169249
280.5,5.636573724962751
281.0,5.638354669333745
281.5,5.640132447579745
282.0,5.641907070938114
282.5,5.643678550586496
283.0,5.645446897643238
283.5,5.647212123167807
284.0,5.648974238161206
284.5,5.6507332535663855
285.0,5.652489180268651
285.5,5.654242029096065
286.0,5.655991810819852
286.5,5.6577385361547945
287.0,5.659482215759621
287.5,5.661222860237405
288.0,5.662960480135946
288.5,5.664695085948154
289.0,5.666426688112432
289.5,5.66815529701305
290.0,5.66988092298052
290.5,5.671603576291966
291.0,5.673323267171493
291.5,5.675040005790547
292.0,5.676753802268282
292.5,5.678464666671911
293.0,5.680172609017068
293.5,5.681877639268151
294.0,5.683579767338681
294.5,5.685279003091641
295.0,5.68697535633982
295.5,5.688668836846153
296.0,5.69035945432406
296.5,5.69204721843778
297.0,5.6937321388027
297.5,5.695414224985685
298.0,5.697093486505405
298.5,5.698769932832657
299.0,5.700443573390687
299.5,5.702114417555504
300.0,5.703782474656201
300.5,5.705447753975262
301.0,5.707110264748875
301.5,5.70877001616724
302.0,5.71042701737487
302.5,5.7120812774708964
303.0,5.713732805509369
303.5,5.715381610499553
304.0,5.717027701406222
304.5,5.718671087149952
305.0,5.720311776607412
305.5,5.72194977861165
306.0,5.723585101952381
306.5,5.725217755376266
307.0,5.726847747587197
307.5,5.728475087246572
308.0,5.730099782973574
308.5,5.731721843345443
309.0,5.733341276897746
309.5,5.734958092124651
310.0,5.736572297479192
310.5,5.738183901373533
311.0,5.739792912179234
311.5,5.741399338227508
312.0,5.7430031878094825
312.5,5.744604469176457
313.0,5.746203190540153
313.5,5.7477993600729755
314.0,5.749392985908253
314.5,5.750984076140496
315.0,5.752572638825633
315.5,5.754158681981268
316.0,5.755742213586912
316.5,5.757323241584231
317.0,5.75890177387728
317.5,5.760477818332746
318.0,5.762051382780177
318.5,5.763622475012218
319.0,5.765191102784844
319.5,5.766757273817589
320.0,5.768320995793772
320.5,5.7698822763607245
321.0,5.771441123130016
321.5,5.772997543677674
322.0,5.7745515455444085
322.5,5.776103136235827
323.0,5.777652323222656
323.5,5.7791991139409555
324.0,5.780743515792329
324.5,5.782285536144145
325.0,5.783825182329737
325.5,5.785362461648624
326.0,5.786897381366708
326.5,5.788429948716486
327.0,5.7899601708972535
327.5,5.791488055075306
328.0,5.793013608384144
328.5,5.794536837924666
329.0,5.796057750765372
329.5,5.797576353942562
330.0,5.799092654460526
330.5,5.800606659291741
331.0,5.802118375377063
331.5,5.803627809625917
332.0,5.805134968916488
332.5,5.806639860095909
333.0,5.808142489980444
333.5,5.809642865355678
334.0,5.811140992976701
334.5,5.8126368795682835
335.0,5.814130531825066
335.5,5.815621956411737
336.0,5.817111159963204
336.5,5.8185981490847825
337.0,5.820082930352362
337.5,5.821565510312585
338.0,5.823045895483019
338.5,5.82452409235233
339.0,5.82600010738045
339.5,5.827473946998751
340.0,5.8289456176102075
340.5,5.830415125589567
341.0,5.831882477283517
341.5,5.833347679010845
342.0,5.834810737062605
342.5,5.83627165770228
343.0,5.8377304471659395
343.5,5.839187111662404
344.0,5.840641657373398
344.5,5.842094090453713
345.0,5.84354441703136
345.5,5.844992643207725
346.0,5.846438775057725
346.5,5.847882818629958
347.0,5.849324779946859
347.5,5.850764665004847
348.0,5.8522024797744745
348.5,5.853638230200579
349.0,5.855071922202427
349.5,5.856503561673865
350.0,5.857933154483459
350.5,5.859360706474645
351.0,5.860786223465865
351.5,5.86220971125072
352.0,5.863631175598097
352.5,5.8650506222523235
353.0,5.8664680569332965
353.5,5.867883485336628
354.0,5.869296913133774
354.5,5.870708345972182
355.0,5.872117789475416
355.5,5.873525249243295
356.0,5.87493073085203
356.5,5.8763342398543505
357.0,5.877735781779639
357.5,5.879135362134062
358.0,5.8805329864007
358.5,5.881928660039675
359.0,5.883322388488279
359.5,5.884714177161102
360.0,5.886104031450156
360.5,5.887491956725004
361.0,5.8888779583328805
361.5,5.890262041598819
362.0,5.8916442118257715
362.5,5.893024474294729
363.0,5.8944028342648505
363.5,5.895779296973574
364.0,5.8971538676367405
364.5,5.898526551448713
365.0,5.8998973535824915
365.5,5.901266279189834
366.0,5.902633333401366
366.5,5.903998521326706
367.0,5.905361848054571
367.5,5.906723318652891
368.0,5.908082938168931
368.5,5.909440711629391
369.0,5.910796644040527
369.5,5.912150740388256
370.0,5.91350300563827
370.5,5.914853444736141
371.0,5.916202062607435
371.5,5.917548864157814
372.0,5.918893854273146
372.5,5.920237037819614
373.0,5.921578419643816
373.5,5.922918004572872
374.0,5.924255797414532
374.5,5.925591802957274
375.0,5.926926025970411
375.5,5.928258471204189
376.0,5.929589143389895
376.5,5.930918047239948
377.0,5.932245187448011
377.5,5.933570568689079
378.0,5.934894195619588
378.5,5.936216072877503
379.0,5.937536205082426
379.5,5.938854596835685
380.0,5.940171252720432
380.5,5.941486177301741
381.0,5.942799375126701
381.5,5.9441108507245115
382.0,5.945420608606575
382.5,5.94672865326659
383.0,5.948034989180646
383.5,5.949339620807311
384.0,5.950642552587727
384.5,5.951943788945699
385.0,5.953243334287785
385.5,5.954541193003384
386.0,5.955837369464831
386.5,5.957131868027477
387.0,5.958424693029782
387.5,5.959715848793402
388.0,5.961005339623274
388.5,5.962293169807702
389.0,5.963579343618446
389.5,5.964863865310803
390.0,5.966146739123692
390.5,5.967427969279741
391.0,5.968707559985366
391.5,5.969985515430857
392.0,5.971261839790462
392.5,5.972536537222463
393.0,5.973809611869261
393.5,5.975081067857458
394.0,5.976350909297934
394.5,5.977619140285929
395.0,5.978885764901122
395.5,5.980150787207709
396.0,5.981414211254481
396.5,5.982676041074902
397.0,5.983936280687191
397.5,5.985194934094387
398.0,5.986452005284438
398.5,5.98770749823027
399.0,5.988961416889864
399.5,5.990213765206329
400.0,5.991464547107982
400.5,5.992713766508414
401.0,5.993961427306569
401.5,5.995207533386816
402.0,5.996452088619021
402.5,5.997695096858618
403.0,5.998936561946683
403.5,6.000176487710004
404.0,6.0014148779611505
404.5,6.002651736498547
405.0,6.003887067106539
405.5,6.005120873555468
406.0,6.0063531596017325
406.5,6.007583928987866
407.0,6.008813185442595
407.5,6.010040932680917
408.0,6.0112671744041615
408.5,6.012491914300058
409.0,6.013715156042802
409.5,6.014936903293124
410.0,6.016157159698354
410.5,6.017375928892483
411.0,6.018593214496234
411.5,6.019809020117124
412.0,6.021023349349527
412.5,6.022236205774735
413.0,6.023447592961033
413.5,6.024657514463746
414.0,6.025865973825314
414.5,6.02707297457535
415.0,6.028278520230698
415.5,6.029482614295503
416.0,6.030685260261263
416.5,6.031886461606898
417.0,6.0330862217988015
417.5,6.0342845442909105
418.0,6.035481432524756
418.5,6.03667688992953
419.0,6.037870919922137
419.5,6.0390635259072605
420.0,6.040254711277414
420.5,6.041444479413003
421.0,6.042632833682381
421.5,6.04381977744191
422.0,6.045005314036012
422.5,6.046189446797229
423.0,6.0473721790462776
423.5,6.048553514092109
424.0,6.049733455231958
424.5,6.050912005751402
425.0,6.052089168924417
425.5,6.053264948013429
426.0,6.054439346269371
426.5,6.055612366931734
427.0,6.056784013228625
427.5,6.0579542883768145
428.0,6.059123195581797
428.5,6.060290738037835
429.0,6.061456918928017
429.5,6.06262174142431
430.0,6.063785208687608
430.5,6.064947323867785
431.0,6.066108090103747
431.5,6.067267510523482
432.0,6.068425588244111
432.5,6.069582326371934
433.0,6.07073772800249
433.5,6.071891796220597
434.0,6.073044534100405
434.5,6.074195944705447
435.0,6.075346031088684
435.5,6.0764947962925575
436.0,6.077642243349034
436.5,6.0787883752796565
437.0,6.07993319509559
437.5,6.081076705797669
438.0,6.082218910376446
438.5,6.083359811812238
439.0,6.0844994130751715
439.5,6.085637717125231
440.0,6.0867747269123065
440.5,6.0879104453762345
441.0,6.089044875446846
441.5,6.090178020044014
442.0,6.091309882077698
442.5,6.092440464447984
443.0,6.093569770045136
443.5,6.094697801749634
444.0,6.095824562432225
444.5,6.096950054953959
445.0,6.09807428216624
445.5,6.099197246910864
446.0,6.100318952020064
446.5,6.101439400316553
447.0,6.102558594613569
447.5,6.10367653771491
448.0,6.104793232414985
448.5,6.105908681498851
449.0,6.1070228877422545
449.5,6.108135853911675
450.0,6.1092475827643655
450.5,6.110358077048392
451.0,6.111467339502679
451.5,6.11257537285704
452.0,6.113682179832232
452.5,6.114787763139981
453.0,6.115892125483034
453.5,6.116995269555192
454.0,6.118097198041348
454.5,6.119197913617533
455.0,6.12029741895095
455.5,6.121395716700013
456.0,6.1224928095143865
456.5,6.1235887000350235
457.0,6.124683390894205
457.5,6.125776884715576
458.0,6.126869184114185
458.5,6.127960291696519
459.0,6.129050210060545
459.5,6.1301389417957415
460.0,6.131226489483141
460.5,6.132312855695361
461.0,6.133398042996649
461.5,6.134482053942907
462.0,6.135564891081739
462.5,6.1366465569524795
463.0,6.137727054086234
463.5,6.13880638500591
464.0,6.139884552226255
464.5,6.140961558253893
465.0,6.142037405587356
465.5,6.143112096717122
466.0,6.144185634125646
466.5,6.1452580202873985
467.0,6.1463292576688975
467.5,6.147399348728742
468.0,6.148468295917647
468.5,6.149536101678477
469.0,6.150602768446279
469.5,6.1516682986483175
470.0,6.152732694704104
470.5,6.153795959025435
471.0,6.154858094016418
471.5,6.155919102073512
472.0,6.156978985585555
472.5,6.158037746933798
473.0,6.159095388491933
473.5,6.160151912626133
474.0,6.161207321695077
474.5,6.162261618049983
475.0,6.163314804034641
475.5,6.164366881985445
476.0,6.16541785423142
476.5,6.166467723094256
477.0,6.1675164908883415
477.5,6.168564159920785
478.0,6.169610732491456
478.5,6.170656210893009
479.0,6.171700597410915
479.5,6.172743894323493
480.0,6.173786103901937
480.5,6.174827228410347
481.0,6.175867270105761
481.5,6.17690623123818
482.0,6.1779441140506
482.5,6.178980920779041
483.0,6.180016653652572
483.5,6.181051314893349
484.0,6.182084906716632
484.5,6.183117431330821
485.0,6.184148890937483
485.5,6.18517928773138
486.0,6.186208623900494
486.5,6.1872369016260595
487.0,6.18826412308259
487.5,6.189290290437902
488.0,6.1903154058531475
488.5,6.191339471482838
489.0,6.192362489474872
489.5,6.193384461970565
490.0,6.194405391104672
490.5,6.195425279005418
491.0,6.19644412779452
491.5,6.197461939587221
492.0,6.198478716492308
492.5,6.199494460612144
493.0,6.20050917404269
493.5,6.2015228588735365
494.0,6.202535517187923
494.5,6.203547151062767
495.0,6.20455776256869
495.5,6.205567353770043
496.0,6.206575926724928
496.5,6.2075834834852275
497.0,6.208590026096629
497.5,6.209595556598647
498.0,6.210600077024653
498.5,6.211603589401893
499.0,6.212606095751519
499.5,6.2136075980886085
500.0,6.214608098422191
500.5,6.215607598755275
501.0,6.2166061010848646
501.5,6.2176036074019905
502.0,6.218600119691729
502.5,6.219595639933231
503.0,6.220590170099739
503.5,6.221583712158617
504.0,6.222576268071369
504.5,6.223567839793664
505.0,6.22455842927536
505.5,6.225548038460526
506.0,6.226536669287466
506.5,6.227524323688738
507.0,6.2285110035911835
507.5,6.229496710915942
508.0,6.230481447578482
508.5,6.2314652154886145
509.0,6.2324480165505225
509.5,6.23342985266278
510.0,6.234410725718371
510.5,6.23539063760472
511.0,6.236369590203704
511.5,6.2373475853916815
512.0,6.238324625039508
512.5,6.239300711012564
513.0,6.240275845170769
513.5,6.241250029368613
514.0,6.2422232654551655
514.5,6.243195555274104
515.0,6.244166900663736
515.5,6.245137303457015
516.0,6.246106765481563
516.5,6.247075288559693
517.0,6.248042874508429
517.5,6.249009525139524
518.0,6.249975242259483
518.5,6.250940027669582
519.0,6.251903883165888
519.5,6.252866810539282
520.0,6.253828811575473
520.5,6.254789888055024
521.0,6.255750041753367
521.5,6.256709274440827
522.0,6.257667587882639
522.5,6.258624983838966
523.0,6.259581464064923
523.5,6.260537030310592
524.0,6.261491684321042
524.5,6.262445427836352
525.0,6.263398262591624
525.5,6.264350190317006
526.0,6.26530121273771
526.5,6.26625133157403
527.0,6.267200548541362
527.5,6.268148865350222
528.0,6.269096283706261
528.5,6.270042805310292
529.0,6.270988431858299
529.5,6.271933165041461
530.0,6.272877006546167
530.5,6.2738199580540375
531.0,6.274762021241939
531.5,6.275703197782002
532.0,6.2766434893416445
532.5,6.277582897583581
533.0,6.278521424165844
533.5,6.279459070741808
534.0,6.280395838960195
534.5,6.2813317304651
535.0,6.282266746896006
535.5,6.283200889887803
536.0,6.284134161070802
536.5,6.285066562070753
537.0,6.285998094508865
537.5,6.2869287600018176
538.0,6.2878585601617845
538.5,6.288787496596443
539.0,6.289715570908998
539.5,6.290642784698189
540.0,6.29156913955832
540.5,6.292494637079263
541.0,6.293419278846481
541.5,6.294343066441045
542.0,6.295266001439646
542.5,6.296188085414615
543.0,6.297109319933935
543.5,6.298029706561264
544.0,6.298949246855942
544.5,6.299867942373015
545.0,6.300785794663244
545.5,6.301702805273125
546.0,6.302618975744905
546.5,6.3035343076165935
547.0,6.304448802421981
547.5,6.305362461690656
548.0,6.306275286948016
548.5,6.307187279715285
549.0,6.3080984415095305
549.5,6.309008773843676
550.0,6.309918278226516
550.5,6.310826956162734
551.0,6.311734809152915
551.5,6.312641838693557
552.0,6.313548046277095
552.5,6.314453433391908
553.0,6.315358001522335
553.5,6.316261752148692
554.0,6.317164686747284
554.5,6.318066806790422
555.0,6.318968113746434
555.5,6.319868609079685
556.0,6.320768294250582
556.5,6.3216671707156
557.0,6.322565239927284
557.5,6.323462503334274
558.0,6.324358962381311
558.5,6.3252546185092555
559.0,6.326149473155099
559.5,6.32704352775198
560.0,6.327936783729195
560.5,6.328829242512215
561.0,6.329720905522696
561.5,6.3306117741784975
562.0,6.331501849893691
562.5,6.332391134078575
563.0,6.333279628139691
563.5,6.334167333479831
564.0,6.335054251498059
564.5,6.335940383589716
565.0,6.336825731146441
565.5,6.3377102955561755
566.0,6.338594078203183
566.5,6.339477080468061
567.0,6.340359303727752
567.5,6.341240749355558
568.0,6.342121418721152
568.5,6.343001313190591
569.0,6.343880434126331
569.5,6.3447587828872365
570.0,6.345636360828596
570.5,6.34651316930213
571.0,6.3473892096560105
571.5,6.348264483234865
572.0,6.349138991379798
572.5,6.350012735428395
573.0,6.35088571671474
573.5,6.351757936569426
574.0,6.352629396319567
